Video ID,Time (s),Center X,Center Y,Radius
15,0.0,1028,424,63
15,0.03333333333333333,1030,420,63
15,0.06666666666666667,1030,420,63
15,0.1,1156,412,62
15,0.13333333333333333,1156,412,62
15,0.16666666666666666,1156,414,62
15,0.2,1160,404,66
15,0.23333333333333334,1160,404,66
15,0.26666666666666666,1166,406,62
15,0.3,1166,394,63
15,0.3333333333333333,1168,384,61
15,0.36666666666666664,1170,388,62
15,0.4,1174,380,66
15,0.43333333333333335,1176,390,66
15,0.4666666666666667,1176,372,58
15,0.5,1180,382,62
15,0.5333333333333333,1180,382,63
15,0.5666666666666667,1180,382,62
15,0.6,1184,378,64
15,0.6333333333333333,1184,378,64
15,0.6333333333333333,936,432,66
15,0.6666666666666666,936,432,66
15,0.6666666666666666,1184,376,64
15,0.7,1184,378,64
15,0.7,936,432,66
15,0.7333333333333333,1184,378,64
15,0.7333333333333333,936,432,66
15,0.7666666666666667,1184,378,64
15,0.7666666666666667,936,432,66
15,0.8,1184,378,64
15,0.8,936,432,66
15,0.8333333333333334,1184,378,64
15,0.8333333333333334,936,432,66
15,0.8666666666666667,1188,376,64
15,0.8666666666666667,936,432,66
15,0.9,1184,378,64
15,0.9,936,432,66
15,0.9333333333333333,936,432,66
15,0.9333333333333333,1188,372,60
15,0.9666666666666667,936,432,66
15,0.9666666666666667,1194,368,59
15,1.0,1190,370,63
15,1.0,936,432,66
15,1.0333333333333334,1190,370,63
15,1.0333333333333334,936,432,66
15,1.0666666666666667,936,432,66
15,1.0666666666666667,1202,360,62
15,1.1,1208,362,63
15,1.1,936,432,66
15,1.1333333333333333,1208,362,63
15,1.1333333333333333,936,432,66
15,1.1666666666666667,936,432,66
15,1.2,936,432,66
15,1.2,1210,360,66
15,1.2333333333333334,1216,352,66
15,1.2666666666666666,1212,356,62
15,1.3,1212,354,63
15,1.3333333333333333,1214,350,62
15,1.3666666666666667,1216,344,64
15,1.4,1222,330,65
15,1.4666666666666666,1222,342,58
15,1.5,936,360,66
15,1.6333333333333333,936,348,66
15,1.7666666666666666,1214,326,60
15,1.8333333333333333,1220,324,60
15,1.9666666666666666,1220,340,58
15,2.0,934,274,61
15,2.1666666666666665,1212,338,62
15,2.2,1210,336,64
15,2.2333333333333334,1202,340,62
15,2.2666666666666666,1192,342,63
15,2.2666666666666666,934,262,58
15,2.3,1192,342,63
15,2.3,934,262,58
15,2.3333333333333335,1192,342,63
15,2.3333333333333335,934,262,58
15,2.3666666666666667,1192,342,63
15,2.3666666666666667,934,262,58
15,2.4,1192,342,63
15,2.4,934,262,58
15,2.433333333333333,1192,342,63
15,2.433333333333333,934,262,58
15,2.466666666666667,1200,334,64
15,2.466666666666667,934,262,58
15,2.5,1200,334,64
15,2.5,934,262,58
15,2.533333333333333,934,262,58
15,2.533333333333333,1210,334,60
15,2.566666666666667,934,262,58
15,2.6,934,262,58
15,2.6,1210,340,68
15,2.6333333333333333,1212,336,63
15,2.6333333333333333,934,262,58
15,2.6666666666666665,1214,334,62
15,2.6666666666666665,934,262,58
15,2.7,1214,334,62
15,2.7,934,262,58
15,2.7333333333333334,1214,334,62
15,2.7333333333333334,934,262,58
15,2.7666666666666666,1214,334,62
15,2.7666666666666666,934,262,58
15,2.8,1206,340,64
15,2.8,934,262,58
15,2.8333333333333335,1202,342,61
15,2.8333333333333335,934,262,58
15,2.8666666666666667,1200,340,62
15,2.8666666666666667,934,262,58
15,2.9,934,262,58
15,2.9,1190,340,66
15,2.933333333333333,934,262,58
15,2.933333333333333,1196,338,58
15,2.966666666666667,1184,338,63
15,2.966666666666667,934,262,58
15,3.0,1184,340,62
15,3.0,934,262,58
15,3.033333333333333,1184,342,62
15,3.033333333333333,934,262,58
15,3.066666666666667,1184,338,63
15,3.066666666666667,934,262,58
15,3.1,1184,340,62
15,3.1,934,262,58
15,3.1333333333333333,1166,342,63
15,3.1333333333333333,934,262,58
15,3.1666666666666665,870,504,62
15,3.1666666666666665,934,262,58
15,3.2,872,504,62
15,3.2,934,262,58
15,3.2333333333333334,872,504,62
15,3.2333333333333334,934,262,58
15,3.2666666666666666,846,520,61
15,3.2666666666666666,934,262,58
15,3.3,838,526,60
15,3.3,934,262,58
15,3.3333333333333335,838,524,62
15,3.3333333333333335,934,262,58
15,3.3666666666666667,840,524,60
15,3.3666666666666667,934,262,58
15,3.4,836,526,59
15,3.4,934,262,58
15,3.433333333333333,934,262,58
15,3.433333333333333,864,520,59
15,3.466666666666667,934,262,58
15,3.466666666666667,896,522,56
15,3.5,922,510,63
15,3.5,934,262,58
15,3.533333333333333,942,508,62
15,3.533333333333333,934,262,58
15,3.566666666666667,942,508,62
15,3.566666666666667,934,262,58
15,3.6,940,508,61
15,3.6333333333333333,940,508,61
15,3.6666666666666665,940,508,61
15,3.7,830,508,57
15,3.7333333333333334,786,516,62
15,3.7666666666666666,758,518,61
15,3.8,726,520,63
15,3.8333333333333335,542,526,62
15,3.8666666666666667,542,526,62
15,3.9,536,528,61
15,3.933333333333333,534,530,62
15,3.966666666666667,534,530,62
15,4.0,550,536,61
15,4.066666666666666,576,528,62
15,4.1,588,528,63
15,4.133333333333334,590,524,62
15,4.166666666666667,598,522,60
15,4.2,604,520,62
15,4.233333333333333,614,518,63
15,4.266666666666667,620,516,62
15,4.3,616,518,63
15,4.333333333333333,616,518,63
15,4.366666666666666,616,518,63
15,4.4,616,518,63
15,4.433333333333334,616,518,63
15,4.466666666666667,616,518,63
15,4.5,616,518,63
15,4.533333333333333,622,508,60
15,4.566666666666666,620,508,61
15,4.6,616,510,63
15,4.633333333333334,616,510,63
15,4.666666666666667,616,510,63
15,4.7,616,510,63
15,4.733333333333333,616,510,63
15,4.766666666666667,616,510,63
15,4.8,616,510,63
15,4.833333333333333,616,510,63
15,4.866666666666666,616,510,63
15,4.9,616,510,63
15,4.933333333333334,620,508,61
15,4.966666666666667,620,508,61
15,5.0,620,518,57
15,5.1,936,186,66
15,5.1,444,430,66
15,5.133333333333334,450,434,68
15,5.166666666666667,450,434,68
15,5.2,436,442,61
15,5.3,406,424,63
15,5.333333333333333,396,402,63
15,5.366666666666666,378,414,61
15,5.466666666666667,338,398,61
15,5.5,336,392,64
15,5.533333333333333,328,390,62
15,5.566666666666666,322,390,62
15,5.6,322,390,62
15,5.633333333333334,312,384,62
15,5.666666666666667,300,376,60
15,5.7,302,374,58
15,5.733333333333333,284,370,66
15,5.766666666666667,278,356,62
15,5.8,282,358,62
15,5.833333333333333,282,358,62
15,5.866666666666666,278,356,62
15,5.9,278,346,63
15,5.933333333333334,280,346,63
15,5.966666666666667,278,342,62
15,6.0,290,332,61
15,6.033333333333333,290,336,63
15,6.066666666666666,294,324,64
15,6.1,292,324,63
15,6.133333333333334,294,316,62
15,6.166666666666667,292,314,62
15,6.2,298,310,62
15,6.233333333333333,298,312,63
15,6.266666666666667,298,310,61
15,6.3,308,310,62
15,6.333333333333333,308,310,62
15,6.366666666666666,308,310,62
15,6.4,308,310,62
15,6.433333333333334,308,310,64
15,6.466666666666667,302,304,63
15,6.5,302,302,62
15,6.533333333333333,316,304,61
15,6.566666666666666,318,308,66
15,6.6,330,300,64
15,6.633333333333334,344,288,64
15,6.666666666666667,358,278,58
15,6.7,358,276,57
15,6.733333333333333,376,274,62
15,6.766666666666667,386,270,60
15,6.8,386,268,61
15,6.833333333333333,394,260,62
15,6.866666666666666,390,266,58
15,6.9,404,250,62
15,6.933333333333334,402,252,61
15,6.966666666666667,404,250,62
15,7.0,408,250,60
15,7.033333333333333,404,246,60
15,7.1,422,230,62
15,7.133333333333334,424,230,61
15,7.266666666666667,422,214,60
15,7.3,422,208,62
15,7.333333333333333,418,210,62
15,7.366666666666666,418,210,62
15,7.4,422,200,63
15,7.433333333333334,420,202,61
15,7.466666666666667,426,202,64
15,7.5,426,196,62
15,7.533333333333333,428,198,63
15,7.566666666666666,428,196,64
15,7.6,428,198,62
15,7.633333333333334,428,196,60
15,7.666666666666667,428,196,64
15,7.7,426,186,64
15,7.733333333333333,426,190,62
15,7.766666666666667,420,188,61
15,7.8,420,188,61
15,7.833333333333333,414,186,63
15,7.866666666666666,414,186,62
15,7.9,414,186,62
15,7.933333333333334,412,186,63
15,7.966666666666667,418,188,58
15,8.0,418,178,66
15,8.033333333333333,420,186,61
15,8.066666666666666,420,186,61
15,8.1,418,188,58
15,8.133333333333333,410,180,63
15,8.166666666666666,412,180,63
15,8.233333333333333,392,178,58
15,8.7,312,168,60
15,8.8,294,174,61
15,8.833333333333334,298,170,64
15,8.866666666666667,298,170,64
15,8.9,298,170,64
15,8.933333333333334,294,176,67
15,9.0,284,182,64
15,9.033333333333333,288,182,61
