Video ID,Time (s),Center X,Center Y,Radius
6,0.0,522,252,62
6,0.03333333333333333,522,252,62
6,0.06666666666666667,522,254,63
6,0.1,522,254,63
6,0.13333333333333333,522,252,62
6,0.16666666666666666,522,252,62
6,0.2,522,252,62
6,0.23333333333333334,522,252,62
6,0.26666666666666666,522,252,62
6,0.3,462,336,59
6,0.8333333333333334,442,342,58
6,1.0666666666666667,440,348,58
6,1.1,440,348,58
6,1.1333333333333333,440,348,58
6,1.1666666666666667,440,348,58
6,1.2,440,348,58
6,1.2333333333333334,440,348,58
6,1.2666666666666666,440,348,58
6,1.3,440,348,58
6,1.3333333333333333,440,348,58
6,1.8666666666666667,674,332,60
6,1.9,676,328,60
6,1.9333333333333333,676,328,60
6,1.9666666666666666,676,328,60
6,2.0,676,328,60
6,2.033333333333333,676,328,60
6,2.066666666666667,676,328,60
6,2.1,676,328,60
6,2.1333333333333333,676,328,60
6,2.1666666666666665,676,328,60
6,2.2,676,328,60
6,2.2333333333333334,676,328,60
6,2.2666666666666666,676,328,60
6,2.3,676,328,60
6,2.3333333333333335,676,328,60
6,2.3666666666666667,676,328,60
6,2.4,702,280,58
6,2.433333333333333,700,282,61
6,2.466666666666667,700,282,61
6,2.5,700,282,61
6,2.533333333333333,700,282,61
6,2.566666666666667,700,282,61
6,2.6,700,282,61
6,2.6333333333333333,700,282,61
6,2.6666666666666665,700,282,61
6,2.7,700,282,61
6,2.7333333333333334,700,282,61
6,2.7666666666666666,700,282,61
6,2.8,700,282,61
6,2.8333333333333335,700,282,61
6,3.466666666666667,858,254,62
6,3.5,858,254,62
6,3.533333333333333,858,254,62
6,3.566666666666667,858,254,62
6,3.6,858,254,62
6,3.6333333333333333,858,254,62
6,3.6666666666666665,858,254,62
6,3.7,858,254,62
6,3.7333333333333334,858,254,62
6,3.7666666666666666,858,254,62
6,3.8,858,254,62
6,3.8333333333333335,858,254,62
6,3.8666666666666667,610,418,60
6,3.9,612,420,60
6,3.933333333333333,612,420,60
6,3.966666666666667,612,420,60
6,4.0,612,420,60
6,4.033333333333333,612,420,60
6,4.066666666666666,612,420,60
6,4.1,612,420,60
6,4.133333333333334,612,420,60
6,4.166666666666667,612,420,60
6,4.2,612,420,60
6,4.233333333333333,612,420,60
6,4.266666666666667,612,420,60
6,4.3,612,420,60
6,4.333333333333333,612,420,60
6,4.366666666666666,612,420,60
6,4.4,612,420,60
6,4.433333333333334,612,420,60
6,4.466666666666667,612,420,60
6,4.5,612,420,60
6,4.533333333333333,644,344,64
6,4.566666666666666,644,344,64
6,4.6,644,344,64
6,4.633333333333334,644,344,64
6,4.666666666666667,644,344,64
6,4.7,644,344,64
6,4.733333333333333,644,344,64
6,4.766666666666667,644,344,64
6,4.8,644,344,64
6,4.833333333333333,644,344,64
6,5.033333333333333,552,320,60
6,5.066666666666666,552,320,60
6,5.533333333333333,294,398,63
6,5.566666666666666,294,398,63
6,5.6,294,398,63
6,5.633333333333334,294,398,63
6,5.666666666666667,294,398,63
6,5.7,294,398,63
6,5.733333333333333,294,398,63
6,5.766666666666667,294,398,63
6,5.8,294,398,63
6,5.833333333333333,294,398,63
6,5.866666666666666,184,456,62
6,5.9,184,456,62
6,5.933333333333334,184,456,62
6,5.966666666666667,184,456,62
6,6.0,184,456,62
6,6.033333333333333,184,456,62
6,6.066666666666666,184,456,62
6,6.1,184,456,62
6,6.133333333333334,184,456,62
6,6.166666666666667,184,456,62
6,6.2,184,456,62
6,6.233333333333333,184,456,62
6,6.266666666666667,184,456,62
6,6.3,184,456,62
6,6.333333333333333,184,456,62
6,6.366666666666666,184,456,62
6,6.4,184,456,62
6,6.433333333333334,184,456,62
6,6.466666666666667,184,456,62
6,6.5,184,456,62
6,6.533333333333333,184,456,62
6,6.833333333333333,308,548,58
6,6.866666666666666,464,552,59
6,6.9,464,552,59
6,6.933333333333334,466,554,63
6,6.966666666666667,466,554,63
6,7.0,466,554,62
6,7.033333333333333,472,558,66
6,7.066666666666666,472,558,66
6,7.1,466,554,63
6,7.133333333333334,466,554,63
6,7.166666666666667,466,554,63
6,7.2,466,554,63
6,7.233333333333333,466,554,63
6,7.266666666666667,466,554,63
6,7.3,466,554,63
6,7.333333333333333,466,554,63
6,7.366666666666666,466,554,63
6,7.4,466,554,63
6,7.433333333333334,466,554,63
6,7.466666666666667,466,554,63
6,7.5,466,554,63
6,7.533333333333333,466,554,63
6,7.566666666666666,466,554,63
6,7.6,466,554,63
6,7.633333333333334,510,558,62
6,7.666666666666667,510,560,62
6,7.7,510,560,62
6,7.733333333333333,510,558,62
6,7.766666666666667,510,558,62
6,7.8,510,558,62
6,7.833333333333333,510,558,62
6,7.866666666666666,486,568,59
6,7.9,486,568,59
6,7.933333333333334,486,568,59
6,7.966666666666667,480,562,60
6,8.0,486,568,59
6,8.033333333333333,486,568,59
6,8.066666666666666,486,568,59
6,8.1,480,562,60
6,8.133333333333333,482,564,62
6,8.166666666666666,482,564,62
6,8.2,482,564,62
6,8.233333333333333,482,564,62
6,8.266666666666667,482,564,62
6,8.3,482,564,62
6,8.333333333333334,482,564,62
6,8.366666666666667,482,564,62
6,8.4,482,564,62
6,8.433333333333334,482,564,62
6,8.466666666666667,482,564,62
6,8.5,482,564,62
6,8.533333333333333,482,564,62
6,8.566666666666666,482,564,62
6,8.6,482,564,62
6,8.633333333333333,482,564,62
6,8.666666666666666,364,512,62
6,8.7,364,512,62
6,8.733333333333333,364,512,62
6,8.766666666666667,364,512,62
6,8.8,364,512,62
6,8.833333333333334,364,512,62
6,8.866666666666667,364,512,62
6,9.733333333333333,994,438,61
6,9.766666666666667,994,438,61
6,9.8,994,438,61
6,9.833333333333334,994,438,61
6,9.866666666666667,994,438,61
6,9.9,994,438,61
6,9.933333333333334,994,438,61
6,9.966666666666667,994,438,61
6,10.0,994,438,61
6,10.033333333333333,994,438,61
6,10.066666666666666,994,438,61
6,10.1,994,438,61
6,10.133333333333333,994,438,61
6,10.166666666666666,994,438,61
6,10.2,994,438,61
6,10.366666666666667,718,452,56
6,10.4,718,452,56
6,10.433333333333334,718,452,56
6,10.466666666666667,718,452,56
6,10.5,718,452,56
6,10.533333333333333,718,452,56
6,10.566666666666666,718,452,56
6,10.6,718,452,56
6,10.633333333333333,718,452,56
6,10.666666666666666,718,452,56
6,10.7,718,452,56
6,10.733333333333333,666,440,60
6,10.766666666666667,664,434,57
6,10.8,664,434,57
6,10.833333333333334,664,434,57
6,10.866666666666667,664,438,62
6,10.9,664,438,62
6,10.933333333333334,664,438,62
6,10.966666666666667,664,434,57
6,11.0,664,438,62
6,11.033333333333333,664,438,62
6,11.066666666666666,664,438,62
6,11.1,664,434,57
6,11.133333333333333,664,434,57
6,11.166666666666666,664,434,57
6,11.2,664,434,57
6,11.233333333333333,664,434,57
6,11.266666666666667,704,428,60
6,11.3,704,428,60
6,11.333333333333334,704,428,57
6,11.366666666666667,704,428,57
6,11.4,704,434,58
6,11.433333333333334,704,428,57
6,11.466666666666667,704,428,57
6,11.5,704,428,57
6,11.533333333333333,704,434,58
6,11.566666666666666,706,426,56
6,11.6,706,426,56
6,11.633333333333333,706,426,56
6,11.666666666666666,704,428,57
6,11.7,706,426,56
6,11.733333333333333,706,426,56
6,11.766666666666667,706,426,56
6,11.8,690,428,62
6,11.833333333333334,686,424,57
6,11.866666666666667,686,424,57
6,11.9,686,424,57
6,11.933333333333334,686,424,57
6,11.966666666666667,686,424,57
6,12.0,686,424,57
6,12.033333333333333,686,424,57
6,12.066666666666666,686,424,57
6,12.1,686,424,57
6,12.133333333333333,686,424,57
6,12.166666666666666,686,424,57
6,12.2,686,424,57
6,12.233333333333333,686,424,57
6,12.266666666666667,686,424,57
6,12.3,686,424,57
6,12.333333333333334,790,432,58
6,12.366666666666667,790,432,58
6,12.4,790,432,58
6,12.433333333333334,790,432,58
6,12.466666666666667,790,432,58
6,12.5,790,432,58
6,12.533333333333333,790,432,58
6,12.566666666666666,790,432,58
6,12.6,790,432,58
6,12.633333333333333,790,432,58
6,12.666666666666666,790,432,58
6,12.7,790,432,58
6,12.733333333333333,790,432,58
6,12.766666666666667,790,432,58
6,12.8,790,432,58
6,12.833333333333334,790,432,58
6,12.866666666666667,1022,410,61
6,12.9,1022,410,61
6,12.933333333333334,1022,410,61
6,12.966666666666667,1022,410,61
6,13.0,1022,410,61
6,13.033333333333333,1022,410,61
6,13.066666666666666,1022,410,61
6,13.1,1022,410,61
6,13.133333333333333,1022,410,61
6,13.166666666666666,1022,410,61
6,13.2,1022,410,61
6,13.233333333333333,1022,410,61
6,13.266666666666667,1026,410,62
6,13.3,1026,410,62
6,13.333333333333334,1026,410,62
6,13.366666666666667,1014,450,64
6,13.4,1014,442,58
6,13.433333333333334,1014,442,57
6,13.466666666666667,1014,446,62
6,13.5,1014,446,62
6,13.533333333333333,1014,442,58
6,13.566666666666666,1014,442,57
6,13.6,1014,446,62
6,13.633333333333333,1014,446,62
6,13.666666666666666,1014,442,58
6,13.7,1014,442,57
