Video ID,Time (s),Center X,Center Y,Radius
50,0.0,390,122,63
50,0.03333333333333333,398,128,67
50,0.06666666666666667,390,122,63
50,0.1,394,120,61
50,0.13333333333333333,228,128,60
50,0.16666666666666666,228,128,60
50,0.2,228,128,60
50,0.23333333333333334,228,128,60
50,0.26666666666666666,228,128,60
50,0.3,228,128,60
50,0.3333333333333333,228,128,60
50,0.36666666666666664,228,128,60
50,0.4,228,128,60
50,0.43333333333333335,228,128,60
50,0.4666666666666667,228,128,60
50,0.5,228,128,60
50,0.5333333333333333,228,128,60
50,0.5666666666666667,228,128,60
50,0.6,228,128,60
50,0.6333333333333333,228,128,60
50,0.6666666666666666,228,128,60
50,0.7,228,128,60
50,0.7333333333333333,228,128,60
50,0.7666666666666667,228,128,60
50,0.8,228,128,60
50,0.8333333333333334,228,128,60
50,0.8666666666666667,228,128,60
50,0.9,228,128,60
50,0.9333333333333333,178,136,57
50,0.9666666666666667,144,164,60
50,1.0,144,164,60
50,1.0333333333333334,138,182,65
50,1.0666666666666667,138,180,64
50,1.1,136,212,62
50,1.1333333333333333,136,212,62
50,1.1666666666666667,136,212,62
50,1.2,136,212,62
50,1.2333333333333334,176,254,54
50,1.2666666666666666,176,254,54
50,1.3,176,254,54
50,1.5,374,608,63
50,1.5333333333333334,374,608,63
50,1.5666666666666667,374,608,63
50,1.6,374,608,63
50,1.6333333333333333,288,462,62
50,1.6666666666666667,288,462,62
50,1.7,288,462,62
50,1.7333333333333334,288,462,62
50,1.7666666666666666,254,392,64
50,1.8,254,392,64
50,1.8333333333333333,254,392,64
50,1.8666666666666667,254,392,64
50,1.9,254,392,64
50,1.9333333333333333,254,392,64
50,1.9666666666666666,254,392,64
50,2.0,254,392,64
50,2.2333333333333334,188,360,62
50,2.2666666666666666,188,360,62
50,2.3,188,360,62
50,2.433333333333333,210,372,63
50,2.466666666666667,210,372,63
50,2.5,210,372,63
50,2.533333333333333,214,372,60
50,2.566666666666667,200,380,56
50,2.6,200,380,56
50,2.6333333333333333,200,380,56
50,2.6666666666666665,200,380,56
50,2.7,190,400,60
50,2.7333333333333334,182,400,58
50,2.8,182,400,58
50,2.8333333333333335,188,422,60
50,2.8666666666666667,188,422,60
50,2.9,188,422,60
50,3.1,350,640,62
50,3.1333333333333333,350,640,62
50,3.1666666666666665,350,640,62
50,3.2,350,640,62
50,3.2333333333333334,288,602,57
50,3.2666666666666666,288,606,60
50,3.3,292,604,64
50,3.3333333333333335,292,604,64
50,3.3666666666666667,252,578,62
50,3.4,252,578,62
50,3.433333333333333,252,578,62
50,3.466666666666667,252,578,62
50,3.533333333333333,816,388,63
50,3.566666666666667,816,388,63
50,3.6,816,388,63
50,3.6333333333333333,856,384,63
50,3.6666666666666665,856,376,57
50,3.7,856,376,57
50,3.7333333333333334,856,376,57
50,3.7666666666666666,876,384,62
50,3.8,876,384,62
50,3.9,880,350,66
50,3.933333333333333,880,356,58
50,3.966666666666667,880,356,61
50,4.0,880,356,58
50,4.2,852,272,58
50,4.233333333333333,850,272,66
50,4.6,904,218,56
50,4.833333333333333,882,268,64
50,4.866666666666666,876,266,61
50,4.9,882,264,66
50,4.933333333333334,874,264,57
50,4.966666666666667,866,234,66
50,5.0,866,234,66
50,5.533333333333333,594,556,64
50,5.566666666666666,592,556,62
50,5.6,592,558,62
50,5.666666666666667,736,304,64
50,5.7,634,300,64
50,5.7,694,418,62
50,5.733333333333333,562,294,68
50,5.766666666666667,962,334,62
50,5.8,962,334,62
50,5.833333333333333,960,334,61
50,5.866666666666666,962,334,62
50,5.9,962,334,62
50,5.966666666666667,474,306,63
50,5.966666666666667,980,266,68
50,6.0,968,272,66
50,6.1,1000,244,56
50,6.133333333333334,1004,230,62
50,6.166666666666667,1008,232,62
50,6.2,1004,230,62
50,6.233333333333333,1004,230,62
50,6.266666666666667,1004,230,62
50,6.3,1004,216,62
50,6.333333333333333,1006,218,60
50,6.366666666666666,1004,216,62
50,6.4,1004,216,62
50,6.433333333333334,1010,194,61
50,6.466666666666667,1010,194,61
50,6.5,1010,194,60
50,6.533333333333333,1050,182,62
50,6.566666666666666,1050,180,58
50,6.6,1050,180,58
50,6.633333333333334,1050,180,58
50,6.666666666666667,1050,180,58
50,6.7,1060,182,57
50,6.733333333333333,1060,182,57
50,6.833333333333333,1010,192,63
50,6.866666666666666,1008,188,65
50,6.9,1008,188,65
50,7.033333333333333,978,196,64
50,7.066666666666666,974,196,62
50,7.1,714,628,61
50,7.133333333333334,714,628,62
50,7.166666666666667,714,628,62
50,7.2,714,628,62
50,7.366666666666666,948,320,58
50,7.4,950,320,60
50,7.433333333333334,950,320,60
50,7.733333333333333,946,238,58
50,7.9,914,232,66
50,8.566666666666666,896,238,64
50,8.6,896,238,64
50,8.633333333333333,902,242,67
50,8.666666666666666,902,242,67
50,8.833333333333334,932,222,67
50,8.866666666666667,930,212,57
50,8.9,930,212,57
50,8.933333333333334,932,222,67
50,9.1,940,506,60
50,9.133333333333333,940,506,60
50,9.166666666666666,936,506,56
50,9.233333333333333,988,456,66
50,9.266666666666667,988,456,66
50,9.3,988,456,66
50,9.333333333333334,988,456,66
50,9.4,1030,402,62
50,9.666666666666666,208,302,53
50,9.7,1076,370,60
50,10.133333333333333,1118,304,64
50,10.166666666666666,1118,304,64
50,10.2,1118,304,64
50,10.233333333333333,1118,304,64
50,10.266666666666667,1118,304,64
50,10.7,972,266,62
50,10.733333333333333,972,266,63
50,10.766666666666667,940,286,62
50,10.8,948,282,60
50,10.9,926,306,60
50,10.933333333333334,926,306,61
50,10.966666666666667,926,306,61
50,11.0,910,338,65
50,11.033333333333333,910,338,66
50,11.066666666666666,910,338,66
50,11.366666666666667,832,622,62
50,11.4,832,622,62
50,11.433333333333334,832,622,62
50,11.466666666666667,832,622,62
50,11.5,878,548,62
50,11.533333333333333,880,550,62
50,11.566666666666666,880,550,62
50,11.6,880,550,62
50,11.633333333333333,872,530,58
50,11.666666666666666,872,530,58
50,11.7,872,530,58
50,11.933333333333334,912,492,64
50,12.266666666666667,992,440,67
50,12.3,1028,440,56
50,12.333333333333334,1026,438,56
50,12.366666666666667,1028,436,58
50,12.4,1028,436,58
50,12.566666666666666,1080,444,64
50,12.6,1080,444,64
50,12.633333333333333,1080,444,64
50,13.1,900,558,64
50,13.166666666666666,904,554,56
50,13.2,904,554,56
50,13.233333333333333,918,530,62
50,13.266666666666667,922,528,63
50,13.3,922,528,63
50,13.333333333333334,942,518,57
50,13.5,958,482,63
50,13.533333333333333,958,478,62
50,13.566666666666666,956,474,65
50,13.6,956,478,62
50,13.633333333333333,962,450,61
50,13.666666666666666,966,458,57
